x_uk	x_O0C_rate	합계 : PP_wTx	합계 : PP_cnt_plus 	합계 : PP_cnt_minus 	합계 : PR_sum_rate	합계 : PR_cnt_rate	 score 
325-335	0.03-0.04	1	33	32	1.023036167	1.03125	 1.0 
115-125	0.08-0.09	30.45	34	41	1.49168416	0.829268293	 1.0 
2155-2165	0.03-0.04	0.04	1	1	1.093023256	1	 1.0 
65-75	0.04-0.05	78.42	320	341	1.23375462	0.938416422	 1.0 
95-105	0.05-0.06	26.32	132	139	1.207456451	0.949640288	 1.0 
185-195	0.05-0.06	9.9	57	58	1.129598115	0.982758621	 1.0 
175-185	0.04-0.05	21.21	67	71	1.220638718	0.943661972	 1.0 
75-85	0.11-0.12	37.4	15	25	2.020463847	0.6	 1.0 
505-515	0.05-0.06	-3.65	8	7	0.753544902	1.142857143	 1.0 
245-255	0.01-0.02	18.38	94	100	1.225798526	0.94	 1.0 
895-905	0.02-0.03	3.17	5	6	1.47102526	0.833333333	 1.0 
545-555	0.01-0.02	5.79	22	25	1.357407407	0.88	 1.0 
2195-2205	0.02-0.03	0.04	1	1	1.075471698	1	 1.0 
475-485	0.12-0.13	2.55	2	3	1.852842809	0.666666667	 1.0 
65-75	0.03-0.04	64.58	450	464	1.145166004	0.969827586	 1.0 
625-635	0.16-0.17	0.14	1	1	1.074468085	1	 1.0 
1485-1495	0.16-0.17	0.19	1	1	1.070895522	1	 1.0 
5-15	0.12-0.13	20.19	28	34	1.479914428	0.823529412	 1.0 
655-665	0.04-0.05	-4.23	6	5	0.597142857	1.2	 1.0 
85-95	0.12-0.13	6.11	16	17	1.198957994	0.941176471	 1.0 
155-165	0.03-0.04	23.74	125	132	1.180176078	0.946969697	 1.0 
265-275	0.04-0.05	7.72	34	37	1.245001587	0.918918919	 1.0 
365-375	0.07-0.08	2.49	8	9	1.310473815	0.888888889	 1.0 
25-35	0.06-0.07	109.17	358	403	1.311567111	0.888337469	 1.0 
105-115	0.05-0.06	37.66	113	125	1.272898551	0.904	 1.0 
2365-2375	0.03-0.04	0.04	1	1	1.048192771	1	 1.0 
475-485	0.07-0.08	4.9	2	3	1.824915825	0.666666667	 1.0 
65-75	0.07-0.08	57.05	87	108	1.500263066	0.805555556	 1.0 
1415-1425	0.01-0.02	5.87	4	7	2.046345811	0.571428571	 1.0 
1785-1795	0.1-0.11	0.09	1	1	1.044334975	1	 1.0 
635-645	0.11-0.12	0.13	2	2	1.043918919	1	 1.0 
315-325	0.12-0.13	0.46	4	4	1.042711235	1	 1.0 
505-515	0.1-0.11	1.16	1	2	2.208333333	0.5	 1.0 
955-965	0.01-0.02	0.28	7	7	1.039660057	1	 1.0 
2505-2515	0.12-0.13	0.09	1	1	1.03358209	1	 1.0 
1005-1015	0.1-0.11	0.13	2	2	1.032418953	1	 1.0 
25-35	0.05-0.06	181.71	564	644	1.315594769	0.875776398	 1.0 
2495-2505	0.03-0.04	0.04	1	1	1.025316456	1	 1.0 
225-235	0.03-0.04	20.66	49	59	1.419322103	0.830508475	 1.0 
1095-1105	0.06-0.07	0.04	1	1	1.021857923	1	 1.0 
355-365	0.01-0.02	10.37	60	66	1.232615523	0.909090909	 1.0 
625-635	0.18-0.19	0.14	1	1	1.019635344	1	 1.0 
175-185	0.06-0.07	0.68	32	32	1.017960909	1	 1.0 
145-155	0.13-0.14	15.74	7	10	1.715454545	0.7	 1.0 
45-55	0.09-0.1	25.87	61	70	1.313956311	0.871428571	 1.0 
425-435	0.21-0.22	10.73	1	3	2.56871345	0.333333333	 1.0 
475-485	0.11-0.12	-6.11	4	3	0.235294118	1.333333333	 1.0 
315-325	0.09-0.1	-3.68	6	5	0.545679012	1.2	 1.0 
345-355	0.02-0.03	-7.97	46	43	0.846257716	1.069767442	 1.0 
5-15	0.18-0.19	2.73	4	5	1.466666667	0.8	 1.0 
275-285	0.04-0.05	6.39	32	35	1.197222222	0.914285714	 1.0 
715-725	0.22-0.23	-0.01	1	1	0.99669967	1	 1.0 
65-75	0.05-0.06	35.76	206	222	1.162169516	0.927927928	 1.0 
235-245	0.13-0.14	-0.02	2	2	0.993865031	1	 1.0 
75-85	0.05-0.06	63.08	175	204	1.323952342	0.857843137	 1.0 
135-145	0.21-0.22	-0.07	2	2	0.990291262	1	 1.0 
225-235	0.11-0.12	-0.13	8	8	0.988926746	1	 1.0 
45-55	0.06-0.07	81.01	214	249	1.309943758	0.859437751	 1.0 
575-585	0.04-0.05	2.11	6	7	1.312130178	0.857142857	 1.0 
445-455	0.1-0.11	3.16	1	2	2.144927536	0.5	 1.0 
135-145	0.04-0.05	25.9	101	114	1.243833553	0.885964912	 1.0 
1435-1445	0.07-0.08	-0.11	1	1	0.976987448	1	 1.0 
175-185	0.11-0.12	16.06	9	14	1.810292634	0.642857143	 1.0 
45-55	0.22-0.23	10.41	1	2	2.142700329	0.5	 1.0 
805-815	0.03-0.04	-0.18	8	8	0.97309417	1	 1.0 
55-65	0.14-0.15	-7.73	6	5	0.502893891	1.2	 1.0 
445-455	0.01-0.02	-0.81	36	36	0.967046379	1	 1.0 
1545-1555	0.05-0.06	-0.01	1	1	0.964285714	1	 1.0 
185-195	0.03-0.04	26.96	79	94	1.329302553	0.840425532	 1.0 
255-265	0.04-0.05	1.12	30	31	1.030617824	0.967741935	 1.0 
145-155	0.06-0.07	8.51	47	51	1.136640976	0.921568627	 1.0 
135-145	0.02-0.03	-10.71	206	206	0.951839194	1	 1.0 
225-235	0.05-0.06	-7.47	38	36	0.818601263	1.055555556	 1.0 
295-305	0.01-0.02	-12.63	75	71	0.816371038	1.056338028	 1.0 
85-95	0.03-0.04	43.65	282	308	1.143378006	0.915584416	 1.0 
3145-3155	0.18-0.19	-0.11	1	1	0.93989071	1	 1.0 
145-155	0.03-0.04	37.29	129	153	1.300992816	0.843137255	 1.0 
205-215	0.09-0.1	2.28	9	10	1.165217391	0.9	 1.0 
1075-1085	0.03-0.04	-0.07	2	2	0.930693069	1	 1.0 
95-105	0.1-0.11	19.36	21	27	1.448563485	0.777777778	 1.0 
335-345	0.01-0.02	-1.72	59	60	0.968555759	0.983333333	 1.0 
125-135	0.08-0.09	9.48	42	47	1.176011883	0.893617021	 1.0 
555-565	0.01-0.02	5.14	24	28	1.259072581	0.857142857	 1.0 
835-845	0.13-0.14	-0.01	1	1	0.923076923	1	 1.0 
455-465	0.14-0.15	-0.16	1	1	0.921182266	1	 1.0 
515-525	0.05-0.06	-0.52	7	7	0.918876755	1	 1.0 
65-75	0.02-0.03	57.37	621	675	1.1037526	0.92	 1.0 
155-165	0.04-0.05	7.43	84	90	1.071270983	0.933333333	 1.0 
315-325	0.03-0.04	4.66	25	28	1.162994054	0.892857143	 1.0 
35-45	0.04-0.05	149.04	658	759	1.222308404	0.866930171	 1.0 
1195-1205	0.04-0.05	-0.16	1	1	0.907514451	1	 1.0 
95-105	0.12-0.13	11	13	17	1.454357703	0.764705882	 1.0 
365-375	0.01-0.02	6.64	48	54	1.163265306	0.888888889	 1.0 
3325-3335	0.11-0.12	-0.26	1	1	0.899224806	1	 1.0 
1325-1335	0.09-0.1	-0.11	1	1	0.898148148	1	 1.0 
955-965	0.02-0.03	1.71	6	7	1.230769231	0.857142857	 1.0 
815-825	0.03-0.04	1.42	5	6	1.282306163	0.833333333	 1.0 
55-65	0.1-0.11	9.12	26	30	1.202892102	0.866666667	 1.0 
285-295	0.07-0.08	1.29	13	14	1.058186739	0.928571429	 1.0 
515-525	0.01-0.02	3.65	23	27	1.236859182	0.851851852	 1.0 
35-45	0.05-0.06	-11.5	436	454	0.980747338	0.960352423	 1.0 
55-65	0.06-0.07	50.1	166	199	1.271957442	0.834170854	 1.0 
595-605	0.11-0.12	-0.21	1	1	0.882022472	1	 1.0 
585-595	0.02-0.03	-3.1	13	12	0.687184662	1.083333333	 1.0 
715-725	0.19-0.2	-0.21	1	1	0.878612717	1	 1.0 
315-325	0.13-0.14	-0.23	3	3	0.878306878	1	 1.0 
675-685	0.06-0.07	-0.73	3	3	0.878130217	1	 1.0 
155-165	0.16-0.17	2.44	3	4	1.458646617	0.75	 1.0 
805-815	0.06-0.07	-0.06	1	1	0.875	1	 1.0 
35-45	0.03-0.04	144.55	961	1084	1.139430126	0.886531365	 1.0 
915-925	0.05-0.06	1.75	2	3	1.650557621	0.666666667	 1.0 
565-575	0.01-0.02	-3.04	24	24	0.871838111	1	 1.0 
755-765	0.03-0.04	-20.86	4	3	0.084686266	1.333333333	 1.0 
5-15	0.06-0.07	257.12	575	746	1.397016815	0.77077748	 1.0 
575-585	0.13-0.14	-0.46	1	1	0.859756098	1	 1.0 
115-125	0.12-0.13	11.06	7	11	1.707613564	0.636363636	 1.0 
75-85	0.02-0.03	54.75	494	556	1.118640028	0.888489209	 1.0 
1235-1245	0.01-0.02	1.33	4	5	1.324390244	0.8	 1.0 
5-15	0.07-0.08	140.33	308	391	1.35216322	0.787723785	 1.0 
1715-1725	0.09-0.1	-0.66	1	1	0.852678571	1	 1.0 
35-45	0.1-0.11	11.85	39	46	1.206517951	0.847826087	 1.0 
715-725	0.01-0.02	0.08	14	15	1.006926407	0.933333333	 1.0 
795-805	0.06-0.07	-0.77	2	2	0.846307385	1	 1.0 
135-145	0.1-0.11	13.24	18	24	1.424087124	0.75	 1.0 
295-305	0.09-0.1	1.7	7	8	1.132398754	0.875	 1.0 
195-205	0.03-0.04	5.43	66	73	1.060541866	0.904109589	 1.0 
35-45	0.06-0.07	38.89	249	283	1.116145024	0.879858657	 1.0 
1105-1115	0.09-0.1	-0.56	1	1	0.834319527	1	 1.0 
495-505	0.24-0.25	-0.76	1	1	0.834061135	1	 1.0 
125-135	0.06-0.07	-7.11	55	57	0.913091309	0.964912281	 0.9 
255-265	0.13-0.14	-5.93	6	5	0.362365591	1.2	 0.9 
215-225	0.04-0.05	5.15	47	53	1.092893218	0.886792453	 0.9 
1175-1185	0.02-0.03	0.6	2	3	1.606060606	0.666666667	 0.9 
765-775	0.01-0.02	1.79	10	12	1.212841855	0.833333333	 0.9 
2195-2205	0.19-0.2	-0.46	1	1	0.821705426	1	 0.9 
665-675	0.18-0.19	-0.51	1	1	0.819787986	1	 0.9 
345-355	0.03-0.04	0.64	20	22	1.031824963	0.909090909	 0.9 
95-105	0.11-0.12	5.13	18	21	1.152542373	0.857142857	 0.9 
105-115	0.02-0.03	21.72	288	323	1.071626435	0.891640867	 0.9 
415-425	0.05-0.06	-1.63	8	8	0.81561086	1	 0.9 
295-305	0.05-0.06	1.19	15	17	1.086169442	0.882352941	 0.9 
75-85	0.03-0.04	36.71	349	399	1.103826682	0.874686717	 0.9 
25-35	0.03-0.04	192.26	1400	1633	1.143779119	0.85731782	 0.9 
245-255	0.15-0.16	-1.17	2	2	0.810064935	1	 0.9 
105-115	0.14-0.15	6.92	4	7	1.808411215	0.571428571	 0.9 
185-195	0.02-0.03	-3.33	116	125	0.974886878	0.928	 0.9 
25-35	0.11-0.12	10.33	29	35	1.205572139	0.828571429	 0.9 
135-145	0.15-0.16	9.98	3	6	1.970817121	0.5	 0.9 
245-255	0.02-0.03	-5.51	69	73	0.930595793	0.945205479	 0.9 
175-185	0.09-0.1	12.88	19	25	1.36230661	0.76	 0.9 
165-175	0.06-0.07	9.16	33	40	1.209610984	0.825	 0.9 
4375-4385	0.03-0.04	-0.51	1	1	0.794354839	1	 0.9 
245-255	0.07-0.08	5.02	16	20	1.253535354	0.8	 0.9 
465-475	0.2-0.21	-0.06	1	1	0.785714286	1	 0.9 
135-145	0.05-0.06	-8.69	84	89	0.916538609	0.943820225	 0.9 
1365-1375	0.15-0.16	-0.31	1	1	0.783216783	1	 0.9 
<5	0.23-0.24	-68.83	6	5	0.315124378	1.2	 0.9 
45-55	0.13-0.14	23.73	13	21	1.668827508	0.619047619	 0.9 
125-135	0.05-0.06	11.92	69	82	1.145171112	0.841463415	 0.9 
355-365	0.03-0.04	0.76	25	28	1.022293928	0.892857143	 0.9 
675-685	0.05-0.06	2.95	2	3	1.547309833	0.666666667	 0.9 
715-725	0.04-0.05	3.62	2	4	1.935400517	0.5	 0.9 
855-865	0.01-0.02	-6.07	10	9	0.507305195	1.111111111	 0.9 
855-865	0.03-0.04	-2.83	8	8	0.762981575	1	 0.9 
205-215	0.05-0.06	0.7	33	37	1.012972572	0.891891892	 0.9 
15-25	0.24-0.25	5.12	5	6	1.144510302	0.833333333	 0.9 
105-115	0.07-0.08	1.63	51	58	1.029695755	0.879310345	 0.9 
415-425	0.04-0.05	3.24	12	15	1.213157895	0.8	 0.9 
3175-3185	0.02-0.03	-0.16	1	1	0.746031746	1	 0.9 
405-415	0.13-0.14	3.63	1	3	2.301075269	0.333333333	 0.9 
685-695	0.09-0.1	-1.18	3	3	0.74291939	1	 0.9 
45-55	0.02-0.03	8.25	1050	1185	1.00770416	0.886075949	 0.9 
115-125	0.03-0.04	10.9	188	217	1.053142216	0.866359447	 0.9 
55-65	0.03-0.04	4.63	556	628	1.007517576	0.885350318	 0.9 
435-445	0.08-0.09	-0.83	3	3	0.739811912	1	 0.9 
505-515	0.06-0.07	3.31	1	2	1.904371585	0.5	 0.9 
325-335	0.08-0.09	2.81	8	10	1.200714286	0.8	 0.9 
275-285	0.05-0.06	12.35	24	31	1.25847635	0.774193548	 0.9 
305-315	0.01-0.02	-16.49	73	75	0.7875	0.973333333	 0.9 
1205-1215	0.03-0.04	1.05	2	3	1.502392344	0.666666667	 0.9 
135-145	0.01-0.02	-46.6	268	282	0.837125581	0.95035461	 0.9 
215-225	0.07-0.08	-2.74	16	17	0.857736241	0.941176471	 0.9 
5-15	0.09-0.1	66.79	100	147	1.465079033	0.680272109	 0.9 
1175-1185	0.25-0.26	-2.76	1	1	0.717791411	1	 0.9 
975-985	0.02-0.03	1.56	3	5	1.65	0.6	 0.9 
195-205	0.07-0.08	4.05	25	30	1.10546875	0.833333333	 0.9 
1085-1095	0.08-0.09	-0.96	1	1	0.715976331	1	 0.9 
105-115	0.09-0.1	-11.03	32	34	0.84695435	0.941176471	 0.9 
415-425	0.11-0.12	-0.26	1	1	0.704545455	1	 0.9 
275-285	0.08-0.09	-4.28	8	8	0.703601108	1	 0.9 
1255-1265	0.02-0.03	2.31	1	2	1.868421053	0.5	 0.9 
555-565	0.18-0.19	2.61	1	2	1.867109635	0.5	 0.9 
205-215	0.04-0.05	-15.37	48	51	0.837320068	0.941176471	 0.9 
65-75	0.08-0.09	6.69	65	77	1.061426866	0.844155844	 0.9 
145-155	0.07-0.08	15.23	34	45	1.263951473	0.755555556	 0.9 
35-45	0.08-0.09	-0.29	113	130	0.99866267	0.869230769	 0.9 
515-525	0.02-0.03	2.92	18	23	1.199453552	0.782608696	 0.9 
355-365	0.11-0.12	-1.88	3	3	0.683501684	1	 0.9 
805-815	0.02-0.03	-0.92	9	10	0.911961722	0.9	 0.9 
1495-1505	0.05-0.06	-1.11	1	1	0.67638484	1	 0.9 
455-465	0.03-0.04	4.57	13	18	1.323196605	0.722222222	 0.9 
175-185	0.25-0.26	2.81	1	2	1.836309524	0.5	 0.9 
75-85	0.07-0.08	-23.56	104	113	0.855318104	0.920353982	 0.9 
25-35	0.07-0.08	36.3	176	224	1.166231625	0.785714286	 0.9 
35-45	0.02-0.03	-55.32	1423	1631	0.96238091	0.872470877	 0.9 
15-25	0.05-0.06	79.95	780	955	1.085430357	0.816753927	 0.9 
15-25	0.1-0.11	5.15	45	55	1.080594679	0.818181818	 0.9 
1575-1585	0.05-0.06	-0.51	1	1	0.655405405	1	 0.9 
125-135	0.02-0.03	-2.29	209	244	0.989910561	0.856557377	 0.9 
1555-1565	0.03-0.04	-0.36	1	1	0.650485437	1	 0.9 
915-925	0.14-0.15	-1.66	1	1	0.649048626	1	 0.9 
615-625	0.04-0.05	-7.74	9	9	0.647701411	1	 0.9 
745-755	0.03-0.04	-1.39	4	4	0.645408163	1	 0.9 
385-395	0.17-0.18	1.51	1	2	1.811827957	0.5	 0.9 
65-75	0.11-0.12	5.71	19	24	1.130903255	0.791666667	 0.9 
185-195	0.06-0.07	-3.63	38	43	0.915659851	0.88372093	 0.9 
165-175	0.03-0.04	7.19	100	122	1.063203235	0.819672131	 0.9 
245-255	0.12-0.13	-4.66	6	6	0.642363776	1	 0.9 
45-55	0.07-0.08	40.33	116	158	1.262155486	0.734177215	 0.9 
1485-1495	0.07-0.08	-0.91	1	1	0.640316206	1	 0.9 
285-295	0.02-0.03	7.39	54	68	1.117975734	0.794117647	 0.9 
45-55	0.03-0.04	2.65	683	812	1.00370676	0.841133005	 0.9 
655-665	0.2-0.21	-1.81	1	1	0.632860041	1	 0.9 
705-715	0.05-0.06	-1.44	4	4	0.632653061	1	 0.9 
235-245	0.2-0.21	3.96	1	2	1.798387097	0.5	 0.9 
195-205	0.01-0.02	0.99	140	167	1.007387508	0.838323353	 0.9 
25-35	0.04-0.05	96.64	881	1101	1.094510675	0.800181653	 0.9 
225-235	0.16-0.17	0.76	1	2	1.791666667	0.5	 0.9 
1535-1545	0.01-0.02	-0.82	2	2	0.62037037	1	 0.9 
635-645	0.05-0.06	-1.28	3	3	0.616766467	1	 0.9 
1485-1495	0.01-0.02	-1.06	1	1	0.611721612	1	 0.9 
615-625	0.05-0.06	1.79	3	4	1.190021231	0.75	 0.9 
25-35	0.02-0.03	100	2002	2478	1.051545329	0.807909605	 0.9 
665-675	0.01-0.02	2.29	16	21	1.158149171	0.761904762	 0.9 
5-15	0.21-0.22	1.89	3	4	1.184931507	0.75	 0.9 
205-215	0.01-0.02	-10.85	137	158	0.911565735	0.867088608	 0.9 
55-65	0.05-0.06	16.85	245	305	1.058354978	0.803278689	 0.9 
915-925	0.01-0.02	-2.05	5	5	0.598039216	1	 0.9 
1485-1495	0.02-0.03	-1.03	3	3	0.594488189	1	 0.9 
1085-1095	0.1-0.11	-0.56	1	1	0.594202899	1	 0.9 
855-865	0.04-0.05	0.9	2	3	1.368852459	0.666666667	 0.9 
585-595	0.13-0.14	-1.31	1	1	0.588050314	1	 0.9 
165-175	0.23-0.24	-4.67	2	2	0.583407672	1	 0.9 
1265-1275	0.04-0.05	-0.41	1	1	0.581632653	1	 0.9 
945-955	0.02-0.03	-2.7	5	5	0.581395349	1	 0.9 
505-515	0.04-0.05	0.46	8	10	1.045771144	0.8	 0.9 
85-95	0.08-0.09	11.06	44	59	1.168932335	0.745762712	 0.9 
15-25	0.06-0.07	32.47	441	555	1.054058104	0.794594595	 0.9 
865-875	0.03-0.04	-1.54	4	4	0.574585635	1	 0.9 
175-185	0.01-0.02	-31.13	190	216	0.85043002	0.87962963	 0.9 
95-105	0.01-0.02	-15.34	472	571	0.972188984	0.826619965	 0.9 
1445-1455	0.09-0.1	0.96	1	2	1.732824427	0.5	 0.9 
745-755	0.21-0.22	-4.02	2	2	0.563517915	1	 0.9 
625-635	0.08-0.09	-2.89	4	4	0.563444109	1	 0.9 
45-55	0.05-0.06	-15.64	327	396	0.968517251	0.825757576	 0.9 
675-685	0.07-0.08	-3.04	4	4	0.560693642	1	 0.9 
95-105	0.02-0.03	-5.88	347	424	0.984251547	0.818396226	 0.9 
5-15	0.08-0.09	53.44	147	215	1.298131102	0.68372093	 0.9 
1105-1115	0.13-0.14	-0.96	1	1	0.559633028	1	 0.9 
1655-1665	0.03-0.04	-0.61	1	1	0.557971014	1	 0.9 
445-455	0.06-0.07	-2.21	8	9	0.816901408	0.888888889	 0.9 
845-855	0.1-0.11	-1.01	1	1	0.557017544	1	 0.9 
245-255	0.1-0.11	-1.95	7	8	0.842615012	0.875	 0.9 
75-85	0.13-0.14	3.78	8	11	1.184120799	0.727272727	 0.9 
165-175	0.09-0.1	-0.98	14	17	0.959520859	0.823529412	 0.9 
145-155	0.11-0.12	0.98	15	19	1.036745407	0.789473684	 0.9 
45-55	0.04-0.05	15.44	461	581	1.02560191	0.793459552	 0.9 
15-25	0.04-0.05	52.57	1343	1703	1.036721408	0.788608338	 0.9 
385-395	0.01-0.02	-2.13	41	50	0.961964286	0.82	 0.9 
1365-1375	0.01-0.02	1.82	2	4	1.708171206	0.5	 0.9 
125-135	0.01-0.02	-41.44	320	373	0.872154008	0.857908847	 0.9 
975-985	0.12-0.13	-4.96	1	1	0.539888683	1	 0.9 
2295-2305	0.01-0.02	-0.06	1	1	0.538461538	1	 0.9 
5345-5355	0.01-0.02	-0.06	1	1	0.538461538	1	 0.9 
275-285	0.1-0.11	0.93	6	8	1.120155039	0.75	 0.9 
325-335	0.02-0.03	-4.04	40	48	0.925584822	0.833333333	 0.9 
365-375	0.03-0.04	-1.46	19	23	0.939393939	0.826086957	 0.9 
455-465	0.17-0.18	-2.76	1	1	0.530612245	1	 0.9 
155-165	0.23-0.24	-2.06	1	1	0.529680365	1	 0.9 
175-185	0.2-0.21	-1.36	1	1	0.527777778	1	 0.9 
335-345	0.14-0.15	-2.27	2	2	0.523109244	1	 0.9 
575-585	0.01-0.02	-5.17	21	23	0.721143474	0.913043478	 0.9 
145-155	0.16-0.17	-1.08	5	6	0.905923345	0.833333333	 0.9 
715-725	0.1-0.11	-1.82	2	2	0.515957447	1	 0.9 
1765-1775	0.02-0.03	-0.91	1	1	0.515957447	1	 0.9 
1395-1405	0.03-0.04	-0.16	1	1	0.515151515	1	 0.9 
55-65	0.01-0.02	-198.21	1134	1313	0.832803313	0.863670982	 0.9 
285-295	0.12-0.13	-2.75	7	8	0.805516266	0.875	 0.9 
135-145	0.16-0.17	-3.67	2	2	0.511318242	1	 0.9 
55-65	0.02-0.03	-82.68	781	940	0.904806862	0.830851064	 0.9 
1325-1335	0.01-0.02	-0.26	1	1	0.509433962	1	 0.9 
45-55	0.12-0.13	-6.5	23	27	0.85510477	0.851851852	 0.9 
75-85	0.01-0.02	-57.79	708	860	0.920721586	0.823255814	 0.9 
2325-2335	0.03-0.04	-0.31	1	1	0.507936508	1	 0.9 
105-115	0.01-0.02	-62.18	447	529	0.869608069	0.844990548	 0.9 
415-425	0.01-0.02	0.49	36	46	1.013599778	0.782608696	 0.9 
115-125	0.01-0.02	-9.53	358	448	0.973379145	0.799107143	 0.9 
1195-1205	0.01-0.02	-1.82	2	2	0.50273224	1	 0.9 
375-385	0.04-0.05	-3.94	13	15	0.812826603	0.866666667	 0.9 
185-195	0.08-0.09	-10.35	19	21	0.723113965	0.904761905	 0.9 
85-95	0.15-0.16	-2.52	2	2	0.497005988	1	 0.8 
405-415	0.01-0.02	-28.51	43	44	0.54724472	0.977272727	 0.8 
1015-1025	0.02-0.03	1.15	2	3	1.268065268	0.666666667	 0.8 
1195-1205	0.02-0.03	-1.49	4	4	0.489726027	1	 0.8 
15-25	0.2-0.21	-7.48	3	3	0.489071038	1	 0.8 
135-145	0.12-0.13	-1.04	8	10	0.955364807	0.8	 0.8 
985-995	0.14-0.15	-0.81	1	1	0.487341772	1	 0.8 
325-335	0.05-0.06	0.33	17	22	1.015449438	0.772727273	 0.8 
685-695	0.05-0.06	0.85	2	3	1.262345679	0.666666667	 0.8 
325-335	0.04-0.05	0.62	20	26	1.021769663	0.769230769	 0.8 
85-95	0.13-0.14	0.92	9	12	1.061703555	0.75	 0.8 
1345-1355	0.05-0.06	-0.41	1	1	0.474358974	1	 0.8 
765-775	0.28-0.29	-9.71	1	1	0.473141617	1	 0.8 
65-75	0.01-0.02	-168.79	883	1045	0.830719085	0.844976077	 0.8 
715-725	0.02-0.03	0.72	9	12	1.046421663	0.75	 0.8 
755-765	0.04-0.05	-1.83	3	3	0.460176991	1	 0.8 
5-15	0.05-0.06	132.75	1137	1568	1.100706271	0.725127551	 0.8 
375-385	0.02-0.03	-10.26	29	33	0.737864078	0.878787879	 0.8 
515-525	0.03-0.04	-10.42	14	15	0.608270677	0.933333333	 0.8 
1665-1675	0.21-0.22	-0.81	1	1	0.452702703	1	 0.8 
15-25	0.03-0.04	-173.04	2285	2873	0.930249432	0.795335886	 0.8 
5-15	0.2-0.21	6.98	1	3	2.005763689	0.333333333	 0.8 
85-95	0.01-0.02	-124.49	572	676	0.808574109	0.846153846	 0.8 
565-575	0.06-0.07	-2.07	2	2	0.449468085	1	 0.8 
55-65	0.04-0.05	-113.69	364	429	0.801126524	0.848484848	 0.8 
145-155	0.01-0.02	-67.92	251	293	0.780754705	0.85665529	 0.8 
535-545	0.01-0.02	0.62	24	32	1.029509757	0.75	 0.8 
15-25	0.07-0.08	36.95	231	324	1.11519157	0.712962963	 0.8 
1135-1145	0.05-0.06	-5.37	2	2	0.444099379	1	 0.8 
125-135	0.12-0.13	8.32	10	16	1.317799847	0.625	 0.8 
1015-1025	0.03-0.04	-0.41	1	1	0.438356164	1	 0.8 
895-905	0.01-0.02	1.44	7	10	1.137142857	0.7	 0.8 
95-105	0.24-0.25	0.39	3	4	1.019979508	0.75	 0.8 
1255-1265	0.05-0.06	-1.66	1	1	0.433447099	1	 0.8 
785-795	0.09-0.1	-1.86	1	1	0.432926829	1	 0.8 
575-585	0.06-0.07	4.93	3	6	1.595410628	0.5	 0.8 
2865-2875	0.01-0.02	-1.16	1	1	0.428571429	1	 0.8 
525-535	0.01-0.02	-14.14	29	34	0.76978183	0.852941176	 0.8 
125-135	0.11-0.12	7.88	7	12	1.395781015	0.583333333	 0.8 
535-545	0.07-0.08	-2.92	2	2	0.422924901	1	 0.8 
515-525	0.21-0.22	-2.01	1	1	0.422413793	1	 0.8 
235-245	0.01-0.02	-5.04	95	123	0.952380952	0.772357724	 0.8 
1345-1355	0.12-0.13	2.91	1	2	1.586693548	0.5	 0.8 
275-285	0.01-0.02	-12.97	68	81	0.794388079	0.839506173	 0.8 
935-945	0.13-0.14	-1.56	1	1	0.417910448	1	 0.8 
85-95	0.04-0.05	-34.64	178	220	0.861661342	0.809090909	 0.8 
2115-2125	0.01-0.02	-2.91	1	1	0.415662651	1	 0.8 
175-185	0.08-0.09	1.51	18	25	1.067410714	0.72	 0.8 
165-175	0.19-0.2	-2.31	1	1	0.41221374	1	 0.8 
765-775	0.08-0.09	-1.11	1	1	0.409574468	1	 0.8 
255-265	0.08-0.09	-4.06	10	12	0.797101449	0.833333333	 0.8 
2185-2195	0.02-0.03	-0.61	1	1	0.40776699	1	 0.8 
1125-1135	0.08-0.09	-1.81	1	1	0.402640264	1	 0.8 
105-115	0.18-0.19	4.46	1	2	1.567430025	0.5	 0.8 
1475-1485	0.04-0.05	-1.31	1	1	0.399082569	1	 0.8 
415-425	0.09-0.1	-8.59	4	4	0.398037842	1	 0.8 
385-395	0.19-0.2	-0.56	1	1	0.397849462	1	 0.8 
555-565	0.2-0.21	-0.56	1	1	0.397849462	1	 0.8 
1785-1795	0.03-0.04	-0.56	1	1	0.397849462	1	 0.8 
45-55	0.08-0.09	-9.15	78	102	0.943834019	0.764705882	 0.8 
65-75	0.17-0.18	11.59	2	5	1.793835616	0.4	 0.8 
435-445	0.19-0.2	-1.81	1	1	0.39261745	1	 0.8 
425-435	0.05-0.06	0.39	7	10	1.091764706	0.7	 0.8 
325-335	0.01-0.02	-9.21	57	70	0.824904943	0.814285714	 0.8 
365-375	>0.3	-9.86	1	1	0.38681592	1	 0.8 
15-25	0.02-0.03	-197.43	3491	4585	0.943040549	0.761395856	 0.8 
675-685	0.22-0.23	-2.26	1	1	0.385869565	1	 0.8 
345-355	0.08-0.09	-6.48	8	8	0.385199241	1	 0.8 
305-315	0.1-0.11	-6.41	8	9	0.64329438	0.888888889	 0.8 
345-355	0.05-0.06	-6.44	13	15	0.694061758	0.866666667	 0.8 
625-635	0.06-0.07	0.65	2	3	1.158924205	0.666666667	 0.8 
635-645	0.01-0.02	1.54	15	22	1.122125297	0.681818182	 0.8 
1155-1165	0.1-0.11	-1.51	1	1	0.378600823	1	 0.8 
125-135	0.25-0.26	-0.81	3	4	0.95913219	0.75	 0.8 
